"","gender","ADGGRU","zip","residenceBeforeEnrolment","ageAtEnrolment","priop","UDD_KODE","kvotient","kvote","land","Campus","MAT_Niveau","MATGrade","ENG_Niveau","ENGGrade","DAN_Niveau","DANGrade","enrolID","startaar","startsn","Uddannelse","startramme","Ramme_kode","startstudordna","Studieordningskode","startfak","slutramme","slutsn","slutfak","NU","Norm tid","Norm+1 aar","statussn","udmeldsn","fradatosn","slutdatosn","stype","yearOfEnrolment","EndSemester","SPV","1_T_atnBy","1_T_atpIn","1_NT_atnBy","1_NT_atpIn","1_El_atnBy","1_El_atpIn","1_Pr_atnBy","1_Pr_atpIn","2_T_atnBy","2_T_atpIn","2_NT_atnBy","2_NT_atpIn","2_El_atnBy","2_El_atpIn","2_Pr_atnBy","2_Pr_atpIn","3_T_atnBy","3_T_atpIn","3_NT_atnBy","3_NT_atpIn","3_El_atnBy","3_El_atpIn","3_Pr_atnBy","3_Pr_atpIn","4_T_atnBy","4_T_atpIn","4_NT_atnBy","4_NT_atpIn","4_El_atnBy","4_El_atpIn","4_Pr_atnBy","4_Pr_atpIn","5_T_atnBy","5_T_atpIn","5_NT_atnBy","5_NT_atpIn","5_El_atnBy","5_El_atpIn","5_Pr_atnBy","5_Pr_atpIn","6_T_atnBy","6_T_atpIn","6_NT_atnBy","6_NT_atpIn","6_El_atnBy","6_El_atpIn","6_Pr_atnBy","6_Pr_atpIn","7_T_atnBy","7_T_atpIn","7_NT_atnBy","7_NT_atpIn","7_El_atnBy","7_El_atpIn","7_Pr_atnBy","7_Pr_atpIn","8_T_atnBy","8_T_atpIn","8_NT_atnBy","8_NT_atpIn","8_El_atnBy","8_El_atpIn","8_Pr_atnBy","8_Pr_atpIn","9_T_atnBy","9_T_atpIn","9_NT_atnBy","9_NT_atpIn","9_El_atnBy","9_El_atpIn","9_Pr_atnBy","9_Pr_atpIn","10_T_atnBy","10_T_atpIn","10_NT_atnBy","10_NT_atpIn","10_El_atnBy","10_El_atpIn","10_Pr_atnBy","10_Pr_atpIn","1_El_nom","1_NT_nom","1_Pr_nom","1_T_nom","2_El_nom","2_NT_nom","2_Pr_nom","2_T_nom","3_El_nom","3_NT_nom","3_Pr_nom","3_T_nom","4_El_nom","4_NT_nom","4_Pr_nom","4_T_nom","5_El_nom","5_NT_nom","5_Pr_nom","5_T_nom","6_El_nom","6_NT_nom","6_Pr_nom","6_T_nom","1_El_mGPA","1_NT_mGPA","1_Pr_mGPA","1_T_mGPA","2_El_mGPA","2_NT_mGPA","2_Pr_mGPA","2_T_mGPA","3_El_mGPA","3_NT_mGPA","3_Pr_mGPA","3_T_mGPA","4_El_mGPA","4_NT_mGPA","4_Pr_mGPA","4_T_mGPA","5_El_mGPA","5_NT_mGPA","5_Pr_mGPA","5_T_mGPA","6_El_mGPA","6_NT_mGPA","6_Pr_mGPA","6_T_mGPA","7_El_mGPA","7_NT_mGPA","7_Pr_mGPA","7_T_mGPA","8_El_mGPA","8_NT_mGPA","8_Pr_mGPA","8_T_mGPA","9_El_mGPA","9_NT_mGPA","9_Pr_mGPA","9_T_mGPA","10_El_mGPA","10_NT_mGPA","10_Pr_mGPA","10_T_mGPA"
"498","Mænd","STX","9560","Nordjyll.",21,"1.prio",25317,4.3,1,"Danmark","Aalborg","A",3,"A",2.66666666666667,"A",2,1577,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2012-09-01,2014-01-09,"bachelor",2012,3,"BSc2010",0,5,10,10,0,0,10,10,15,15,10,5,0,0,25,15,15,0,20,10,0,0,25,0,15,0,20,0,0,0,25,0,15,0,25,5,0,0,25,0,15,0,25,0,0,0,25,0,15,0,25,0,0,0,25,0,15,0,25,0,0,0,25,0,15,0,25,0,0,0,25,0,15,0,25,0,0,0,25,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,4,12,0,NA,4,7,1.33333333333333,NA,4,7,1.33333333333333,NA,4,7,1.33333333333333,NA,5.5,7,1.33333333333333,NA,5.5,7,1.33333333333333,NA,5.5,7,1.33333333333333,NA,5.5,7,1.33333333333333,NA,5.5,7,1.33333333333333,NA,5.5,7,1.33333333333333
"499","Kvinder","STX","9000","Nordjyll.",22,"2. ¯vrige",25317,7.9,1,"Danmark","Aalborg","A",3.33333333333333,"B",9,"A",6.25,2241,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","1.-2. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2014-09-01,2015-01-12,"bachelor",2014,1,"BSc2014",0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","Mænd","HTX","2620","Øst for Storebæl",20,"1.prio",25315,3.6,1,"Danmark","Kbh.","A",-0.75,"A",2.5,"A",2.66666666666667,1959,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2013-09-01,2015-02-12,"bachelor",2013,4,"BSc2010",0,5,5,5,0,0,15,15,10,15,5,5,0,0,30,15,10,0,15,20,0,0,30,0,10,0,15,0,0,0,30,0,10,0,15,0,0,0,30,0,10,0,15,0,0,0,30,0,10,0,15,0,0,0,30,0,10,0,15,0,0,0,30,0,10,0,15,0,0,0,30,0,10,0,15,0,0,0,30,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,NA,4,-3,NA,NA,4,0.333333333333333,NA,-2,4,0.333333333333333,NA,-2,4,0.333333333333333,NA,-2,4,0.333333333333333,NA,-2,4,0.333333333333333,NA,-2,4,0.333333333333333,NA,-2,4,0.333333333333333,NA,-2,4,0.333333333333333,NA,-2,4,0.333333333333333
"501","Mænd","HTX","6700","Sydjyl.til Århus",21,"1.prio",26520,3.8,1,"Danmark","Esbjerg","B",2,"B",6,"A",3.75,2259,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","1.-2. semester Medialogi",NA,"TEK-NAT","Bacheloruddannelse - BSc Informatik","Datalogi","TEK-NAT","3.Frafald, nyt SN","Norm Afb (nyt SN)","Norm+ Afb (nyt SN)","afbrudt","Afbrudt af den studerende",2014-09-01,2015-01-19,"bachelor",2014,1,"BSc2014",0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","Mænd","STX","9000","Nordjyll.",24,"2. ¯vrige",25315,4.8,1,"Danmark","Kbh.","A",10,"B",6,"A",3,2070,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","2.Frafald > 1 STÅ","Norm Aktiv","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2013-09-01,2016-11-28,"bachelor",2013,7,"BSc2010",0,5,5,5,0,0,5,15,10,10,10,10,0,0,30,25,15,5,15,15,0,0,40,10,25,15,20,10,0,0,55,15,30,5,25,5,0,0,70,15,40,10,30,5,0,0,90,20,40,0,35,5,0,0,90,0,40,0,35,0,0,0,90,0,40,0,35,0,0,0,90,0,40,0,35,0,0,0,90,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,NA,0,0,NA,-5,4.66666666666667,3.66666666666667,NA,-1.25,5.25,3.25,NA,-2,6.6,2.5,NA,-2,7.16666666666667,2.71428571428571,NA,-2,7.85714285714286,3.66666666666667,NA,0,7.85714285714286,3.66666666666667,NA,0,7.85714285714286,3.66666666666667,NA,0,7.85714285714286,3.66666666666667,NA,0,7.85714285714286,3.66666666666667
"503","Mænd","HTX","3200","Øst for Storebæl",20,"1.prio",25315,3.8,1,"Danmark","Kbh.","B",5.5,"A",5,"A",2,1971,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2013-09-01,2015-10-16,"bachelor",2013,5,"BSc2010",5,5,5,5,0,0,15,15,5,10,5,10,0,0,15,15,5,0,5,5,0,0,15,0,5,0,5,5,0,0,15,0,5,0,5,0,0,0,15,0,5,0,5,0,0,0,15,0,5,0,5,0,0,0,15,0,5,0,5,0,0,0,15,0,5,0,5,0,0,0,15,0,5,0,5,0,0,0,15,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,NA,7,10,NA,-5,1,0,NA,-5,1,0,NA,-5,1,0,NA,-5,1,0,NA,-5,1,0,NA,-5,1,0,NA,-5,1,0,NA,-5,1,0,NA,-5,1,0
"504","Mænd","HTX","2400","Øst for Storebæl",22,"1.prio",25315,7,1,"Danmark","Kbh.","A",8,"A",9.75,"A",3.5,448,2015,"Medieteknologi","Medialogi","Kandidatuddannelse - NAT Medialogi","NJM7014O","2.-4. semester Medialogi","NJI80141","TEK-NAT","","","","7.KANDIDAT","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2015-09-01,2017-06-22,"kandidat",2015,4,"MSc2011",0,0,5,5,0,0,15,15,0,0,10,5,10,10,30,15,5,5,10,0,15,5,50,20,5,0,10,0,15,0,80,30,5,0,10,0,15,0,80,0,5,0,10,0,15,0,80,0,5,0,10,0,15,0,80,0,5,0,10,0,15,0,80,0,5,0,10,0,15,0,80,0,5,0,10,0,15,0,80,0,5.000001,5,22.5,5,15.000001,10,41.25,5,15.000001,10,41.25,5,15.000001,10,71.25,5,15.000001,10,71.25,5,15.000001,10,71.25,5,0,7,7,0,NA,7,4.5,0,NA,7,7,10,NA,7,7,10,NA,7,7,10,NA,7,7,10,NA,7,7,10,NA,7,7,10,NA,7,7,10,NA,7,7,10
"505","Mænd","HTX","2400","Øst for Storebæl",22,"1.prio",25315,7,1,"Danmark","Kbh.","A",8,"A",9.75,"A",3.5,1832,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2012-09-01,2015-08-28,"bachelor",2012,6,"BSc2010",5,5,5,5,0,0,15,15,15,10,15,10,0,0,30,15,15,0,20,5,0,0,40,10,30,15,25,5,0,0,55,15,40,10,35,10,0,0,70,15,45,5,45,10,0,0,90,20,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,NA,2,7,NA,4,6,8.66666666666667,NA,4,6.33333333333333,8.66666666666667,NA,4,7.25,6.5,NA,7.66666666666667,6.6,7.28571428571429,NA,7.66666666666667,6.66666666666667,6.875,NA,7.66666666666667,6.66666666666667,6.875,NA,7.66666666666667,6.66666666666667,6.875,NA,7.66666666666667,6.66666666666667,6.875,NA,7.66666666666667,6.66666666666667,6.875
"506","Kvinder","HTX","2300","Øst for Storebæl",21,"1.prio",25315,9.1,1,"Danmark","Kbh.","A",4,"B",8.5,"A",4.75,1644,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","2.Frafald > 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2012-09-01,2013-09-20,"bachelor",2012,3,"BSc2010",5,5,5,5,0,0,15,15,15,10,15,10,0,0,30,15,15,0,15,0,0,0,30,0,15,0,15,0,0,0,30,0,15,0,15,0,0,0,30,0,15,0,15,0,0,0,30,0,15,0,15,0,0,0,30,0,15,0,15,0,0,0,30,0,15,0,15,0,0,0,30,0,15,0,15,0,0,0,30,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,NA,7,4,NA,7,8.5,7,NA,7,8.5,7,NA,7,8.5,7,NA,7,8.5,7,NA,7,8.5,7,NA,7,8.5,7,NA,7,8.5,7,NA,7,8.5,7,NA,7,8.5,7
"507","Mænd","HHX","9000","Nordjyll.",21,"1.prio",25317,8.3,1,"Danmark","Aalborg","B",7,"A",9,"A",7,1647,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","2.Frafald > 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2012-09-01,2014-09-29,"bachelor",2012,5,"BSc2010",5,5,10,10,0,0,10,10,15,10,15,5,0,0,25,15,20,5,20,5,0,0,35,10,25,15,20,5,0,0,35,15,25,0,25,5,0,0,35,0,25,0,25,0,0,0,35,0,25,0,25,0,0,0,35,0,25,0,25,0,0,0,35,0,25,0,25,0,0,0,35,0,25,0,25,0,0,0,35,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,7,7,12,NA,7,9.5,8,NA,7,10.3333333333333,8,NA,7,6.5,4.33333333333333,NA,9.5,6.5,4.33333333333333,NA,9.5,6.5,4.33333333333333,NA,9.5,6.5,4.33333333333333,NA,9.5,6.5,4.33333333333333,NA,9.5,6.5,4.33333333333333,NA,9.5,6.5,4.33333333333333
"508","Mænd","HF","2650","Øst for Storebæl",26,"1.prio",25315,4.1,2,"Danmark","Kbh.","B",2,"B",12,"A",2,2310,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2014-09-01,2015-12-08,"bachelor",2014,3,"BSc2014",0,5,0,10,0,0,5,15,0,5,0,15,0,0,5,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,-5,-5,-3,NA,-5,-5,-4,NA,-5,-5,-4.33333333333333,NA,-5,-5,-4.33333333333333,NA,-5,-5,-4.33333333333333,NA,-5,-5,-4.33333333333333,NA,-5,-5,-4.33333333333333,NA,-5,-5,-4.33333333333333,NA,-5,-5,-4.33333333333333,NA,-5,-5,-4.33333333333333
"509","Mænd","Udenlandsk adg.grundlag","8230","Midtjyll.",19,"1.prio",25317,7.6,1,"Bulgarien","Aalborg","B",2,"B",2,NA,NA,2126,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2013-09-01,2016-06-28,"bachelor",2013,6,"BSc2010",0,0,0,0,0,0,15,15,5,10,0,5,0,0,30,15,20,15,15,20,0,0,40,10,35,15,25,10,0,0,55,15,40,5,35,15,0,0,70,15,45,5,45,10,0,0,90,20,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,0,4,0,NA,NA,3,3.5,NA,7,5.33333333333333,3.25,NA,7,5,2.625,NA,6.33333333333333,5.4,2.55555555555556,NA,6.33333333333333,4.83333333333333,2.5,NA,6.33333333333333,4.83333333333333,2.5,NA,6.33333333333333,4.83333333333333,2.5,NA,6.33333333333333,4.83333333333333,2.5,NA,6.33333333333333,4.83333333333333,2.5
"510","Mænd","Udenlandsk adg.grundlag","8230","Midtjyll.",19,"1.prio",25317,7.6,1,"Bulgarien","Aalborg","B",2,"B",2,NA,NA,543,2016,"Medieteknologi","Medialogi","Kandidatuddannelse - NAT Medialogi","NJM7014O","2.-4. semester Medialogi","DMS80142","TEK-NAT","","","","5.Læser stadigt","Norm Aktiv","Norm+ Aktiv","åben","Indskrevet",2016-09-01,NA,"kandidat",2016,NA,"MSc2011",5,5,5,5,0,0,15,15,5,0,10,5,5,10,30,15,5,5,10,0,10,5,30,0,5,0,10,0,10,0,30,0,5,0,10,0,10,0,30,0,5,0,10,0,10,0,30,0,5,0,10,0,10,0,30,0,5,0,10,0,10,0,30,0,5,0,10,0,10,0,30,0,5,0,10,0,10,0,30,0,5.000001,5,22.5,5,15.000001,10,41.25,5,15.000001,10,41.25,5,15.000001,10,71.25,5,15.000001,10,71.25,5,15.000001,10,71.25,5,0,4,2,2,NA,3,3,2,NA,3,3,1,NA,3,3,1,NA,3,3,1,NA,3,3,1,NA,3,3,1,NA,3,3,1,NA,3,3,1,NA,3,3,1
"511","Mænd","STX","2300","Øst for Storebæl",21,"1.prio",25315,7.7,1,"Danmark","Kbh.","A",10,"B",4.33333333333333,"A",5,1508,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","1.-2. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2012-09-01,2012-12-20,"bachelor",2012,1,"BSc2010",0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","Mænd","HTX","9200","Nordjyll.",20,"2. ¯vrige",25317,5.4,1,"Danmark","Aalborg","A",-1,"A",7,"A",5,2267,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2014-09-01,2015-06-02,"bachelor",2014,2,"BSc2014",0,5,10,10,0,0,15,15,0,5,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,7,4,0,NA,7,4,-2.5,NA,7,4,-2.5,NA,7,4,-2.5,NA,7,4,-2.5,NA,7,4,-2.5,NA,7,4,-2.5,NA,7,4,-2.5,NA,7,4,-2.5,NA,7,4,-2.5
"513","Mænd","HTX","2610","Øst for Storebæl",22,"1.prio",25315,8.9,1,"Danmark","Kbh.","A",7,"A",10.6666666666667,"A",10,2325,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2014-09-01,2015-12-08,"bachelor",2014,3,"BSc2014",5,5,5,10,0,0,15,15,5,0,5,10,0,0,15,15,5,5,5,0,0,0,15,0,5,0,5,0,0,0,15,0,5,0,5,0,0,0,15,0,5,0,5,0,0,0,15,0,5,0,5,0,0,0,15,0,5,0,5,0,0,0,15,0,5,0,5,0,0,0,15,0,5,0,5,0,0,0,15,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,-5,7,7,NA,-5,1,7,NA,-5,1,1,NA,-5,1,1,NA,-5,1,1,NA,-5,1,1,NA,-5,1,1,NA,-5,1,1,NA,-5,1,1,NA,-5,1,1
"514","Kvinder","HF","2200","Øst for Storebæl",22,"1.prio",25315,6.2,1,"Danmark","Kbh.","B",2,"B",2,NA,NA,1564,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2012-09-01,2013-07-16,"bachelor",2012,2,"BSc2010",0,5,5,5,0,0,15,15,10,10,15,10,0,0,30,15,10,0,15,0,0,0,30,0,10,0,15,0,0,0,30,0,10,0,15,0,0,0,30,0,10,0,15,0,0,0,30,0,10,0,15,0,0,0,30,0,10,0,15,0,0,0,30,0,10,0,15,0,0,0,30,0,10,0,15,0,0,0,30,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,NA,2,0,NA,7,4.5,2,NA,7,4.5,2,NA,7,4.5,2,NA,7,4.5,2,NA,7,4.5,2,NA,7,4.5,2,NA,7,4.5,2,NA,7,4.5,2,NA,7,4.5,2
"515","Mænd","Udenlandsk adg.grundlag","2400","Øst for Storebæl",32,"1.prio",25315,6.7,2,"Litauen","Kbh.","B",7,"B",9.66666666666667,NA,NA,2388,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","5.Læser stadigt","Norm Aktiv","Norm+ Aktiv","åben","Indskrevet",2014-09-01,NA,"bachelor",2014,NA,"BSc2014",5,5,10,10,0,0,15,15,10,5,10,5,0,0,30,15,15,15,10,5,0,0,45,15,25,20,10,10,0,0,45,0,25,5,10,0,0,0,60,15,30,5,15,10,0,0,60,15,30,0,15,10,0,0,60,0,30,0,15,0,0,0,60,0,30,0,15,0,0,0,60,0,30,0,15,0,0,0,60,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,7,10,4,NA,2.33333333333333,6,3,NA,1.75,6.33333333333333,1.6,NA,0.333333333333333,6.33333333333333,1.33333333333333,NA,0.333333333333333,5.25,0.7,NA,0.285714285714286,3.6,1.27272727272727,NA,-0.25,3.6,1.27272727272727,NA,-0.25,3.6,1.27272727272727,NA,-0.25,3.6,1.27272727272727,NA,-0.25,3.6,1.27272727272727
"516","Mænd","STX","6500","Sydjyl.til Århus",20,"1.prio",26520,5,1,"Danmark","Esbjerg","B",2,"A",7,"A",4,2412,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2014-09-01,2017-06-30,"bachelor",2014,6,"BSc2014",0,5,10,10,0,0,15,15,15,15,15,5,0,0,30,15,25,10,20,5,0,0,45,15,35,10,25,5,0,0,60,15,40,5,30,5,0,0,75,15,40,0,30,0,15,15,90,15,40,0,35,5,15,0,90,0,40,0,35,0,15,0,90,0,40,0,35,0,15,0,90,0,40,0,35,0,15,0,90,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,0,7,12,0,0,4.5,12,3.25,0,7,12,4.16666666666667,0,8.25,12,3.875,0,8.25,11.6,4.22222222222222,9.66666666666667,8.25,11.6666666666667,4.22222222222222,9.66666666666667,8,11.6666666666667,4.22222222222222,9.66666666666667,8,11.6666666666667,4.22222222222222,9.66666666666667,8,11.6666666666667,4.22222222222222,9.66666666666667,8,11.6666666666667,4.22222222222222
"517","Mænd","STX","1657","Øst for Storebæl",22,"2. ¯vrige",25315,7.7,1,"Danmark","Kbh.","B",4,"A",7,"A",7,2386,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","5.Læser stadigt","Norm Aktiv","Norm+ Aktiv","åben","Indskrevet",2014-09-01,NA,"bachelor",2014,NA,"BSc2014",0,5,10,10,0,0,15,15,10,15,15,5,0,0,30,15,15,10,15,5,0,0,45,15,25,20,25,10,0,0,60,15,25,5,25,5,0,0,75,15,25,15,30,5,10,15,90,15,25,0,35,5,10,0,90,0,25,0,35,0,10,0,90,0,25,0,35,0,10,0,90,0,25,0,35,0,10,0,90,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,0,10,4,0,0,10,8,0.6,0,6.66666666666667,9.33333333333333,0.714285714285714,0,8.4,10,0.461538461538462,0,7,10.4,0.428571428571429,6.66666666666667,6.28571428571429,10.6666666666667,0.0588235294117647,6.66666666666667,6.28571428571429,10.6666666666667,0.0588235294117647,6.66666666666667,6.28571428571429,10.6666666666667,0.0588235294117647,6.66666666666667,6.28571428571429,10.6666666666667,0.0588235294117647,6.66666666666667,6.28571428571429,10.6666666666667,0.0588235294117647
"518","Mænd","STX","9000","Nordjyll.",24,"1.prio",25317,4.2,1,"Danmark","Aalborg","B",2.66666666666667,"A",7.5,"A",4.75,1672,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","2.Frafald > 1 STÅ","Norm Aktiv","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2012-09-01,2015-12-21,"bachelor",2012,7,"BSc2010",0,5,10,10,0,0,10,10,15,15,15,5,0,0,25,15,15,0,15,0,0,0,25,0,15,0,15,0,0,0,25,0,15,0,20,5,0,0,25,0,15,0,20,0,0,0,25,0,15,0,20,0,0,0,25,0,15,0,20,0,0,0,25,0,15,0,20,0,0,0,25,0,15,0,20,0,0,0,25,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,4,4,0,NA,4,4,3,NA,4,4,3,NA,4,4,3,NA,3,4,3,NA,3,4,3,NA,3,4,3,NA,3,4,3,NA,3,4,3,NA,3,4,3
